id,decile1b,decile3,lsat,ugpa,zfygpa,zgpa,fulltime,fam_inc,male,racetxt,tier,pass_bar
10803,5.00,5.00,29.00,3.10,-0.02,-0.22,1.00,2.00,0.00,0,2,1
10804,9.00,9.00,39.00,3.60,1.10,1.16,1.00,4.00,1.00,1,3,1
10805,9.00,10.00,37.00,3.40,1.28,1.65,1.00,3.00,1.00,1,3,1
10806,7.00,8.00,35.00,3.40,0.54,0.60,1.00,5.00,1.00,1,4,1
10807,4.00,3.00,37.00,2.90,-0.31,-0.74,1.00,2.00,1.00,1,3,1
10808,10.00,9.00,40.00,3.20,1.40,1.24,1.00,4.00,1.00,1,5,1
10809,1.00,1.00,28.00,3.20,-1.61,-1.57,1.00,4.00,0.00,0,4,0
10810,5.00,3.00,44.00,3.50,-0.18,-0.56,1.00,4.00,0.00,1,5,1
10811,9.00,8.00,33.00,3.80,1.20,0.63,1.00,4.00,0.00,1,3,1
10812,5.00,8.00,42.00,3.80,0.05,0.63,2.00,4.00,1.00,1,3,1
10813,10.00,10.00,44.00,3.00,1.48,1.41,1.00,4.00,0.00,1,4,1
10814,3.00,5.00,35.00,3.60,-0.56,-0.21,1.00,3.00,0.00,1,4,1
10815,8.00,8.00,34.00,3.80,0.68,0.61,1.00,4.00,0.00,1,3,1
10816,3.00,4.00,36.50,2.30,-0.50,-0.50,1.00,4.00,1.00,1,3,1
10817,3.00,3.00,39.50,3.60,-0.69,-0.51,1.00,4.00,0.00,1,6,1
10818,3.00,1.00,35.00,2.70,-0.56,-1.67,1.00,4.00,1.00,1,2,0
10819,6.00,6.00,33.00,3.10,0.17,0.17,1.00,3.00,1.00,1,5,1
10820,4.00,5.00,34.00,3.10,-0.26,-0.24,1.00,4.00,0.00,1,4,1
10821,1.00,5.00,22.00,3.80,-1.21,-0.13,2.00,2.00,0.00,1,3,0
10822,2.00,3.00,40.00,3.50,-0.83,-0.75,1.00,3.00,0.00,1,4,1
10823,9.00,9.00,38.00,3.00,0.87,1.03,1.00,3.00,0.00,1,3,1
10824,6.00,7.00,36.00,2.70,0.29,0.45,1.00,3.00,1.00,1,3,1
10825,3.00,9.00,40.50,4.00,-0.68,1.13,1.00,4.00,0.00,1,5,1
10826,1.00,2.00,27.70,2.40,-1.70,-0.90,1.00,3.00,1.00,0,6,0
10827,4.00,3.00,31.00,2.70,-0.22,-0.65,1.00,4.00,1.00,1,2,0
10828,10.00,4.00,44.00,3.20,2.33,-0.49,1.00,4.00,1.00,1,5,1
10829,9.00,8.00,36.00,3.60,1.10,0.77,1.00,4.00,0.00,1,3,1
10830,3.00,5.00,32.00,3.50,-0.58,-0.07,1.00,4.00,0.00,1,4,1
10831,10.00,10.00,38.00,3.90,1.63,1.79,1.00,4.00,1.00,1,4,1
10832,2.00,1.00,35.00,3.80,-1.11,-1.47,1.00,3.00,1.00,1,3,1
10833,7.00,8.00,27.00,3.70,0.45,0.75,1.00,3.00,0.00,1,3,1
10834,9.00,8.00,37.00,3.00,0.89,0.55,1.00,4.00,0.00,1,3,1
10835,7.00,8.00,34.00,3.30,0.52,0.75,1.00,3.00,1.00,1,4,1
10836,4.00,3.00,36.00,3.30,-0.26,-0.82,2.00,1.00,1.00,1,5,1
10837,1.00,1.00,31.00,3.10,-1.25,-1.83,1.00,3.00,1.00,0,4,0
10838,4.00,5.00,40.00,3.10,-0.36,-0.07,1.00,3.00,0.00,1,5,1
10839,10.00,10.00,37.00,3.10,2.14,2.02,1.00,4.00,1.00,1,5,1
10840,5.00,6.00,43.00,3.20,-0.13,0.08,1.00,4.00,1.00,1,4,1
10841,1.00,1.00,36.00,3.40,-1.73,-2.08,1.00,2.00,0.00,0,4,0
10842,2.00,3.00,30.50,2.50,-1.02,-0.82,1.00,5.00,1.00,1,3,1
10843,9.00,8.00,42.00,3.20,0.92,0.56,1.00,3.00,1.00,1,4,1
10844,5.00,7.00,41.00,3.10,0.00,0.55,1.00,2.00,1.00,1,4,1
10845,1.00,1.00,30.00,3.10,-1.70,-2.10,1.00,4.00,0.00,1,3,1
10846,6.00,6.00,41.00,4.00,0.16,0.26,1.00,5.00,1.00,1,6,1
10847,4.00,7.00,39.00,2.50,-0.29,0.34,2.00,5.00,1.00,1,5,1
10848,5.00,6.00,35.00,3.70,0.00,0.21,1.00,3.00,0.00,1,3,1
10849,9.00,3.00,36.00,2.90,1.19,-0.61,1.00,3.00,1.00,1,4,1
10850,6.00,5.00,41.00,3.30,0.22,-0.09,1.00,5.00,1.00,1,4,1
10851,6.00,6.00,44.00,4.00,0.24,0.22,1.00,4.00,1.00,1,6,1
10852,3.00,4.00,38.50,2.90,-0.70,-0.52,1.00,4.00,1.00,1,4,1
10853,6.00,7.00,33.00,3.00,0.08,0.36,1.00,4.00,1.00,1,3,1
10854,10.00,10.00,44.00,4.00,3.17,3.07,1.00,4.00,1.00,1,3,1
10855,5.00,4.00,36.00,3.20,-0.14,-0.30,1.00,4.00,0.00,1,3,1
10856,8.00,7.00,36.00,2.90,0.63,0.34,1.00,3.00,1.00,1,3,1
10857,7.00,6.00,36.00,3.50,0.34,0.22,1.00,4.00,0.00,1,3,1
10858,5.00,7.00,36.00,3.70,-0.06,0.32,1.00,5.00,1.00,1,5,1
10859,8.00,8.00,32.00,2.90,0.73,0.58,1.00,5.00,1.00,1,3,1
10860,9.00,9.00,41.00,3.00,1.09,1.10,1.00,3.00,1.00,1,4,1
10861,8.00,8.00,38.00,3.60,0.71,0.87,1.00,3.00,0.00,1,3,1
10862,2.00,5.00,37.00,3.30,-0.82,-0.06,1.00,3.00,1.00,1,3,1
10863,8.00,8.00,40.00,3.30,0.86,0.78,1.00,3.00,0.00,1,4,1
10864,5.00,5.00,47.00,3.90,0.01,-0.18,1.00,4.00,0.00,1,6,1
10865,1.00,4.00,37.00,3.90,-1.16,-0.31,1.00,3.00,0.00,1,3,1
10866,6.00,5.00,39.50,3.10,0.33,-0.14,1.00,5.00,1.00,1,4,1
10867,3.00,3.00,33.00,3.50,-0.48,-0.76,1.00,3.00,0.00,1,3,1
10868,10.00,10.00,43.00,3.90,1.60,1.66,1.00,2.00,1.00,1,5,1
10869,3.00,4.00,41.00,2.90,-0.57,-0.42,1.00,4.00,1.00,1,4,1
10870,8.00,7.00,47.00,2.60,0.78,0.49,2.00,3.00,1.00,1,3,1
10871,8.00,8.00,44.00,3.20,0.75,0.71,1.00,3.00,1.00,1,3,1
10872,8.00,9.00,42.00,3.30,0.77,0.88,1.00,4.00,0.00,1,4,1
10873,9.00,6.00,36.00,2.60,1.01,0.17,1.00,3.00,1.00,1,3,0
10874,4.00,2.00,33.50,3.20,-0.32,-1.14,1.00,1.00,1.00,1,3,1
10875,3.00,4.00,30.00,3.50,-0.44,-0.33,1.00,2.00,0.00,1,2,1
10876,5.00,5.00,36.00,3.20,-0.19,-0.17,1.00,3.00,1.00,1,5,1
10877,8.00,10.00,25.00,3.70,0.60,1.72,1.00,3.00,0.00,1,5,1
10878,7.00,6.00,39.00,2.90,0.49,0.20,1.00,5.00,1.00,1,5,1
10879,7.00,8.00,35.00,3.60,0.31,0.66,1.00,4.00,1.00,1,3,1
10880,6.00,3.00,29.50,3.30,0.16,-0.76,1.00,3.00,0.00,1,2,1
10881,1.00,3.00,31.00,3.20,-1.56,-0.74,1.00,2.00,0.00,1,3,0
10882,5.00,6.00,43.00,2.80,0.08,0.04,1.00,5.00,0.00,1,4,1
10883,1.00,2.00,38.00,3.20,-1.22,-1.09,1.00,4.00,1.00,1,4,1
10884,4.00,7.00,42.00,3.60,-0.33,0.35,1.00,3.00,1.00,1,5,1
10885,9.00,9.00,45.00,4.00,1.04,0.98,1.00,4.00,1.00,1,3,1
10886,9.00,9.00,42.00,3.10,1.13,1.20,1.00,4.00,0.00,1,3,1
10887,6.00,9.00,36.00,3.30,0.28,0.90,1.00,2.00,1.00,1,3,1
10888,10.00,10.00,35.00,3.20,1.47,1.80,1.00,3.00,1.00,1,3,1
10889,6.00,3.00,26.50,3.40,0.25,-0.76,1.00,3.00,0.00,1,3,1
10890,10.00,10.00,43.00,2.70,1.92,1.68,1.00,3.00,1.00,1,4,1
10891,9.00,9.00,40.00,3.20,0.88,1.29,1.00,4.00,0.00,1,5,1
10892,10.00,10.00,41.00,3.40,1.66,1.56,1.00,3.00,0.00,1,4,1
10893,8.00,8.00,40.00,3.20,0.87,0.63,1.00,3.00,1.00,1,3,1
10894,2.00,3.00,40.00,3.20,-1.00,-0.70,1.00,4.00,1.00,1,4,1
10895,9.00,10.00,46.00,4.00,1.31,1.77,1.00,4.00,1.00,1,6,1
10896,1.00,1.00,26.50,2.40,-2.31,-2.42,1.00,4.00,1.00,1,3,0
10897,9.00,9.00,31.00,3.40,0.91,1.08,1.00,3.00,0.00,1,3,1
10898,9.00,9.00,35.00,3.20,1.21,1.29,1.00,4.00,1.00,1,2,1
10899,6.00,7.00,38.00,2.90,0.17,0.38,1.00,4.00,0.00,1,3,1
10900,1.00,1.00,26.30,3.40,-1.73,-2.00,1.00,2.00,0.00,1,5,0
10901,5.00,6.00,39.00,2.60,-0.04,0.04,1.00,3.00,1.00,1,3,1
10902,10.00,10.00,35.00,3.60,1.78,1.80,1.00,3.00,0.00,1,3,1
10903,4.00,6.00,42.00,3.10,-0.19,0.05,1.00,4.00,1.00,1,3,1
10904,5.00,6.00,37.00,3.70,-0.05,0.07,1.00,3.00,1.00,1,2,1
10905,3.00,2.00,31.00,3.10,-0.53,-0.92,1.00,4.00,0.00,1,3,1
10906,9.00,8.00,42.00,2.90,0.96,0.84,1.00,2.00,1.00,0,4,1
10907,10.00,10.00,41.00,2.80,1.43,1.34,1.00,3.00,0.00,1,4,1
10908,4.00,4.00,28.00,2.60,-0.09,-0.47,1.00,2.00,0.00,0,1,1
10909,9.00,9.00,37.50,3.80,0.92,0.88,1.00,2.00,1.00,1,3,1
10910,4.00,3.00,36.00,3.20,-0.38,-0.88,1.00,2.00,1.00,1,4,1
10911,3.00,2.00,30.00,2.20,-0.43,-0.91,1.00,1.00,0.00,1,1,1
10912,9.00,9.00,34.00,3.60,0.90,0.90,1.00,4.00,0.00,1,5,1
10913,9.00,4.00,34.00,2.60,1.16,-0.39,1.00,3.00,1.00,1,3,1
10914,9.00,7.00,35.00,3.50,1.11,0.34,1.00,2.00,0.00,1,3,1
10915,10.00,9.00,36.00,3.50,1.54,1.22,1.00,4.00,0.00,1,3,1
10916,10.00,10.00,41.00,3.30,1.33,1.55,1.00,4.00,0.00,1,4,1
10917,2.00,2.00,36.00,2.90,-1.04,-1.22,1.00,3.00,1.00,1,3,1
10918,5.00,3.00,32.00,2.50,-0.19,-0.59,2.00,3.00,1.00,0,5,1
10919,6.00,5.00,42.00,3.50,0.05,-0.17,1.00,4.00,1.00,1,5,1
10920,9.00,9.00,44.00,3.90,1.04,0.90,1.00,4.00,0.00,1,3,1
10921,3.00,4.00,47.00,3.30,-0.56,-0.33,1.00,3.00,1.00,1,6,1
10922,5.00,5.00,34.00,3.30,-0.02,-0.13,1.00,4.00,0.00,1,3,1
10923,2.00,2.00,32.50,3.30,-0.90,-1.07,1.00,3.00,1.00,1,2,0
10924,8.00,7.00,42.00,3.30,0.77,0.37,1.00,5.00,1.00,1,6,1
10925,9.00,10.00,45.00,3.70,1.26,1.37,1.00,5.00,1.00,1,6,1
10926,1.00,1.00,29.50,3.30,-1.21,-1.76,1.00,3.00,0.00,0,6,1
10927,6.00,5.00,38.00,3.10,0.16,-0.23,1.00,2.00,0.00,1,3,1
10928,1.00,1.00,24.70,2.60,-1.54,-1.43,1.00,3.00,0.00,0,2,0
10929,10.00,10.00,30.00,3.10,1.99,2.29,1.00,3.00,1.00,1,3,1
10930,2.00,2.00,38.00,2.90,-1.05,-1.24,1.00,3.00,1.00,1,5,1
10931,4.00,3.00,40.00,2.50,-0.21,-0.60,1.00,4.00,1.00,1,3,1
10932,2.00,2.00,27.00,3.20,-0.94,-0.96,2.00,1.00,1.00,1,2,1
10933,4.00,5.00,40.00,3.00,-0.32,-0.17,1.00,4.00,1.00,1,5,1
10934,1.00,2.00,30.00,3.60,-1.15,-0.89,1.00,2.00,0.00,1,3,1
10935,6.00,5.00,41.00,3.70,0.15,-0.21,1.00,4.00,1.00,1,6,1
10936,9.00,9.00,40.00,3.60,1.08,1.18,1.00,3.00,0.00,1,4,1
10937,10.00,10.00,33.00,3.00,1.65,1.94,1.00,4.00,1.00,1,4,1
10938,2.00,5.00,40.00,3.60,-1.05,0.00,1.00,3.00,0.00,1,4,1
10939,7.00,5.00,39.00,3.40,0.36,-0.15,1.00,4.00,1.00,1,3,1
10940,3.00,2.00,35.00,2.90,-0.49,-0.98,1.00,4.00,0.00,1,2,1
10941,3.00,7.00,42.00,3.00,-0.43,0.30,1.00,5.00,1.00,1,3,1
10942,2.00,2.00,41.50,3.60,-0.93,-1.05,1.00,5.00,0.00,1,4,1
10943,10.00,10.00,47.00,3.90,1.89,2.29,2.00,2.00,0.00,1,3,1
10944,6.00,7.00,32.00,3.20,0.30,0.47,1.00,3.00,0.00,1,3,1
10945,7.00,8.00,39.00,3.70,0.45,0.71,1.00,4.00,0.00,1,3,1
10946,2.00,4.00,44.00,3.90,-1.04,-0.26,1.00,4.00,0.00,1,5,1
10947,8.00,7.00,39.00,3.30,0.83,0.54,1.00,3.00,1.00,1,4,1
10948,10.00,10.00,38.00,3.60,2.34,2.08,1.00,3.00,0.00,1,4,1
10949,4.00,4.00,36.00,3.30,-0.38,-0.46,1.00,4.00,0.00,1,3,1
10950,2.00,1.00,41.00,3.60,-1.13,-1.68,1.00,3.00,0.00,1,5,0
10951,5.00,6.00,35.00,3.50,-0.13,0.04,2.00,2.00,0.00,1,3,1
10952,5.00,2.00,39.00,3.00,-0.12,-1.27,1.00,4.00,1.00,1,3,1
10953,10.00,10.00,35.00,2.60,2.43,2.75,1.00,4.00,0.00,1,2,1
10954,7.00,4.00,30.00,3.40,0.55,-0.44,1.00,4.00,0.00,1,3,0
10955,2.00,2.00,32.00,3.50,-0.91,-1.10,1.00,2.00,0.00,1,3,1
10956,9.00,9.00,33.00,2.90,0.86,1.11,1.00,4.00,1.00,1,2,1
10957,3.00,2.00,35.00,2.90,-0.53,-1.11,1.00,4.00,1.00,1,3,1
10958,2.00,2.00,34.00,3.20,-1.01,-1.24,2.00,4.00,0.00,1,3,1
10959,7.00,8.00,45.00,3.60,0.37,0.64,1.00,4.00,0.00,1,4,1
10960,7.00,7.00,39.50,3.20,0.36,0.40,1.00,3.00,1.00,1,5,1
10961,9.00,9.00,38.00,3.20,1.24,0.93,1.00,5.00,1.00,1,5,1
10962,3.00,5.00,37.00,3.00,-0.59,-0.25,1.00,3.00,1.00,1,3,1
10963,10.00,10.00,41.00,4.00,2.08,2.26,1.00,3.00,0.00,1,4,1
10964,6.00,7.00,36.00,3.50,0.24,0.32,1.00,3.00,0.00,1,5,1
10965,2.00,3.00,38.00,2.60,-0.84,-0.81,1.00,4.00,1.00,1,3,1
10966,7.00,8.00,32.00,3.00,0.35,0.78,1.00,5.00,0.00,1,3,1
10967,3.00,3.00,40.00,3.50,-0.61,-0.60,1.00,3.00,0.00,1,4,1
10968,3.00,4.00,33.00,3.10,-0.49,-0.34,1.00,2.00,1.00,1,2,1
10969,6.00,7.00,37.00,3.50,0.12,0.30,1.00,3.00,1.00,1,4,1
10970,4.00,4.00,31.00,3.60,-0.19,-0.38,1.00,4.00,0.00,1,6,1
10971,6.00,6.00,37.00,2.80,0.10,0.10,1.00,4.00,1.00,1,3,1
10972,1.00,1.00,25.00,3.30,-1.10,-1.97,1.00,3.00,0.00,0,2,1
10973,2.00,2.00,24.00,3.20,-0.89,-1.25,1.00,3.00,1.00,1,2,1
10974,8.00,7.00,37.00,3.50,0.75,0.47,1.00,3.00,0.00,1,6,1
10975,8.00,7.00,35.00,3.10,0.62,0.50,1.00,4.00,1.00,1,3,1
10976,8.00,7.00,45.00,3.40,0.69,0.55,1.00,4.00,1.00,1,4,1
10977,10.00,6.00,47.00,3.10,1.50,0.19,1.00,4.00,1.00,1,6,1
10978,9.00,9.00,40.00,3.70,1.23,0.96,1.00,3.00,1.00,1,4,1
10979,3.00,2.00,36.00,3.60,-0.62,-0.90,1.00,4.00,0.00,1,4,1
10980,3.00,2.00,37.00,3.10,-0.69,-0.97,1.00,4.00,1.00,1,4,1
10981,2.00,2.00,35.00,3.20,-0.74,-1.18,1.00,3.00,0.00,1,3,1
10982,9.00,9.00,42.00,2.50,0.97,0.92,1.00,2.00,1.00,1,3,1
10983,5.00,5.00,34.00,3.10,0.04,-0.18,1.00,3.00,1.00,1,4,1
10984,9.00,10.00,35.00,3.30,0.90,1.85,1.00,3.00,1.00,1,3,1
10985,3.00,3.00,36.00,3.00,-0.57,-0.76,1.00,4.00,0.00,1,5,0
10986,8.00,9.00,39.00,3.60,0.61,1.16,2.00,2.00,1.00,1,3,1
10987,6.00,7.00,34.00,3.60,0.25,0.34,2.00,3.00,1.00,1,4,1
10988,5.00,6.00,41.00,3.40,-0.10,0.24,1.00,4.00,0.00,1,4,1
10989,9.00,9.00,45.00,3.60,1.33,1.14,1.00,4.00,0.00,1,6,1
10990,2.00,2.00,33.00,3.00,-0.72,-0.88,1.00,4.00,0.00,1,1,0
10991,8.00,8.00,36.00,3.20,0.77,0.67,1.00,4.00,1.00,1,3,1
10992,3.00,4.00,35.00,3.00,-0.65,-0.46,1.00,4.00,1.00,1,3,1
10993,2.00,5.00,38.00,2.70,-1.04,-0.03,2.00,3.00,1.00,1,5,1
10994,7.00,6.00,37.00,3.50,0.30,0.07,1.00,4.00,0.00,1,5,1
10995,6.00,5.00,33.00,2.30,0.16,-0.29,1.00,2.00,0.00,0,1,1
10996,6.00,5.00,38.00,3.70,0.10,-0.10,1.00,4.00,0.00,1,4,1
10997,2.00,3.00,35.00,3.10,-1.04,-0.66,1.00,4.00,1.00,1,2,0
10998,9.00,9.00,42.00,3.60,1.06,0.99,1.00,3.00,1.00,1,4,1
10999,7.00,7.00,42.00,3.70,0.34,0.35,1.00,3.00,0.00,1,5,1
11000,9.00,9.00,37.50,2.90,0.96,1.30,1.00,4.00,1.00,1,3,1
11001,7.00,8.00,45.00,3.00,0.57,0.70,1.00,4.00,1.00,1,6,1
11002,7.00,6.00,38.50,3.60,0.56,0.19,1.00,5.00,1.00,1,3,1
11003,9.00,7.00,32.00,3.20,1.23,0.39,1.00,4.00,1.00,1,5,1
11004,10.00,10.00,30.00,3.80,1.54,1.52,2.00,2.00,0.00,1,3,1
11005,1.00,1.00,32.00,3.40,-1.78,-1.55,2.00,3.00,0.00,1,3,1
11006,4.00,5.00,32.00,3.30,-0.32,-0.26,1.00,4.00,0.00,1,3,1
11007,2.00,2.00,30.00,3.70,-0.93,-1.10,1.00,2.00,0.00,1,4,1
11008,1.00,3.00,36.00,3.00,-1.11,-0.65,1.00,4.00,1.00,1,3,0
11009,4.00,5.00,35.00,2.70,-0.19,-0.19,1.00,3.00,1.00,0,3,1
11010,10.00,10.00,42.00,2.30,1.66,2.04,1.00,3.00,1.00,1,2,1
11011,3.00,9.00,47.00,3.40,-0.60,0.85,1.00,5.00,0.00,1,6,1
11012,3.00,3.00,45.00,2.90,-0.69,-0.79,1.00,4.00,0.00,1,4,1
11013,4.00,4.00,27.00,3.10,-0.41,-0.37,1.00,4.00,0.00,0,3,1
11014,9.00,9.00,35.00,3.50,1.13,0.95,1.00,3.00,1.00,1,2,1
11015,6.00,8.00,37.00,3.10,0.17,0.78,1.00,3.00,1.00,1,3,1
11016,4.00,4.00,35.00,3.40,-0.45,-0.47,1.00,5.00,0.00,1,5,1
11017,9.00,9.00,40.00,3.20,0.87,1.17,1.00,5.00,0.00,1,5,1
11018,7.00,6.00,40.00,2.90,0.43,0.17,1.00,5.00,1.00,1,3,1
11019,5.00,3.00,33.00,3.20,-0.16,-0.66,2.00,3.00,1.00,1,4,1
11020,5.00,7.00,33.00,3.60,0.00,0.55,1.00,4.00,1.00,1,4,1
11021,2.00,3.00,20.00,3.10,-0.77,-0.68,1.00,3.00,0.00,0,1,0
11022,9.00,9.00,29.00,2.00,1.31,1.32,1.00,3.00,1.00,1,1,1
11023,6.00,7.00,31.50,3.30,0.27,0.53,2.00,3.00,1.00,1,4,1
11024,8.00,6.00,34.00,3.30,0.84,0.20,1.00,4.00,1.00,1,3,1
11025,5.00,3.00,47.00,3.50,0.06,-0.59,1.00,4.00,0.00,1,6,1
11026,2.00,3.00,32.50,3.20,-0.76,-0.56,1.00,4.00,0.00,1,5,1
11027,10.00,10.00,41.00,3.50,2.15,2.15,2.00,3.00,0.00,1,3,1
11028,3.00,2.00,39.00,3.20,-0.58,-0.91,1.00,2.00,0.00,1,3,1
11029,5.00,4.00,37.50,3.30,-0.09,-0.35,1.00,4.00,1.00,1,4,1
11030,6.00,4.00,40.00,3.20,0.22,-0.34,1.00,4.00,1.00,1,4,1
11031,3.00,4.00,35.00,3.00,-0.63,-0.55,1.00,3.00,0.00,1,3,1
11032,7.00,8.00,36.00,3.70,0.59,0.67,1.00,4.00,0.00,1,4,1
11033,4.00,5.00,30.00,3.30,-0.41,-0.14,1.00,4.00,0.00,1,2,1
11034,8.00,8.00,30.00,3.00,0.68,0.82,1.00,4.00,1.00,1,3,1
11035,8.00,8.00,40.00,3.40,0.73,0.72,1.00,4.00,0.00,1,3,1
11036,6.00,6.00,39.00,2.90,0.29,0.15,1.00,4.00,1.00,1,6,1
11037,2.00,3.00,37.00,3.20,-0.83,-0.77,1.00,3.00,0.00,1,3,1
11038,5.00,6.00,47.00,3.70,-0.03,0.24,1.00,4.00,1.00,1,5,1
11039,1.00,1.00,23.00,2.70,-1.39,-1.73,1.00,3.00,1.00,0,3,0
11040,5.00,4.00,34.00,2.20,-0.14,-0.44,1.00,5.00,1.00,1,2,1
11041,2.00,3.00,40.00,2.40,-0.81,-0.53,1.00,4.00,1.00,0,5,1
11042,4.00,2.00,33.00,3.20,-0.28,-1.05,1.00,4.00,1.00,1,4,1
11043,9.00,10.00,43.00,3.50,1.05,1.45,1.00,5.00,0.00,1,6,1
11044,2.00,2.00,34.00,3.80,-0.87,-0.95,1.00,4.00,1.00,1,4,1
11045,4.00,4.00,36.00,2.90,-0.35,-0.46,1.00,1.00,1.00,1,3,1
11046,6.00,5.00,38.00,3.00,0.23,-0.09,1.00,5.00,1.00,1,5,1
11047,10.00,10.00,42.00,4.00,1.52,1.69,1.00,4.00,1.00,1,4,1
11048,6.00,6.00,40.00,2.80,0.09,0.04,1.00,4.00,1.00,1,2,1
11049,1.00,1.00,31.00,3.60,-1.17,-1.80,1.00,3.00,1.00,1,2,0
11050,9.00,8.00,41.00,3.40,1.28,0.60,1.00,4.00,1.00,1,4,1
11051,2.00,1.00,35.00,3.00,-1.01,-1.48,1.00,4.00,0.00,1,3,1
11052,4.00,4.00,35.00,2.60,-0.37,-0.53,1.00,3.00,0.00,1,2,0
11053,8.00,7.00,33.50,2.80,0.86,0.36,1.00,3.00,1.00,1,3,1
11054,3.00,3.00,28.00,3.10,-0.58,-0.81,2.00,3.00,0.00,0,4,1
11055,4.00,3.00,37.00,3.40,-0.39,-0.74,1.00,4.00,1.00,1,3,1
11056,8.00,6.00,33.00,3.90,0.83,-0.03,1.00,1.00,0.00,1,2,1
11057,9.00,9.00,46.00,3.10,1.29,1.02,1.00,4.00,0.00,1,6,1
11058,2.00,2.00,39.30,3.70,-0.78,-1.18,1.00,4.00,0.00,1,4,1
11059,6.00,4.00,42.00,2.90,0.26,-0.44,1.00,5.00,1.00,1,4,1
11060,5.00,6.00,35.00,2.80,-0.07,0.08,1.00,4.00,1.00,1,3,1
11061,5.00,8.00,33.00,3.60,0.00,0.60,1.00,4.00,1.00,1,3,1
11062,2.00,4.00,35.00,3.00,-0.80,-0.30,1.00,3.00,1.00,1,3,1
11063,4.00,5.00,30.50,2.80,-0.43,-0.08,1.00,4.00,0.00,1,5,1
11064,6.00,6.00,37.00,3.20,0.14,0.18,1.00,2.00,0.00,1,3,1
11065,3.00,1.00,34.00,3.20,-0.62,-1.31,1.00,3.00,1.00,1,3,1
11066,10.00,10.00,44.00,3.10,1.91,1.46,1.00,4.00,0.00,1,3,1
11067,3.00,3.00,28.00,3.90,-0.48,-0.71,1.00,2.00,0.00,1,5,1
11068,5.00,6.00,37.00,3.50,0.01,0.10,1.00,4.00,0.00,1,4,1
11069,10.00,10.00,41.00,3.70,2.67,2.47,1.00,4.00,0.00,1,4,1
11070,10.00,9.00,36.00,2.60,1.69,1.28,2.00,3.00,1.00,1,3,1
11071,3.00,5.00,34.00,3.30,-0.61,-0.19,1.00,4.00,1.00,1,2,1
11072,8.00,10.00,42.00,3.40,0.74,1.38,1.00,3.00,1.00,1,4,1
11073,6.00,7.00,41.00,3.70,0.31,0.47,1.00,3.00,0.00,1,4,1
11074,9.00,10.00,27.50,3.60,0.98,1.57,1.00,4.00,0.00,1,2,1
11075,7.00,6.00,39.00,3.40,0.45,0.22,1.00,4.00,1.00,1,4,1
11076,7.00,7.00,38.00,2.90,0.41,0.51,1.00,4.00,0.00,1,4,1
11077,10.00,9.00,33.00,3.80,1.81,1.12,1.00,4.00,1.00,1,3,1
11078,10.00,10.00,40.00,2.40,1.35,1.88,2.00,3.00,1.00,1,3,1
11079,7.00,5.00,31.50,3.60,0.50,-0.04,1.00,5.00,1.00,1,3,1
11080,5.00,5.00,32.50,3.40,-0.08,-0.15,1.00,3.00,0.00,1,2,1
11081,1.00,1.00,37.00,3.10,-1.79,-1.65,1.00,4.00,1.00,1,3,0
11082,6.00,6.00,38.00,3.20,0.19,0.10,1.00,2.00,0.00,1,4,1
11083,8.00,9.00,48.00,3.00,0.62,1.00,1.00,3.00,1.00,1,4,1
11084,2.00,5.00,43.00,3.90,-0.99,-0.22,1.00,2.00,0.00,1,2,1
11085,6.00,6.00,24.00,2.60,0.17,0.23,1.00,5.00,1.00,1,1,1
11086,10.00,10.00,42.00,2.70,1.44,1.97,1.00,5.00,1.00,1,4,1
11087,3.00,1.00,30.00,2.70,-0.47,-1.50,1.00,4.00,1.00,1,3,1
11088,2.00,4.00,39.00,3.30,-0.85,-0.54,2.00,3.00,0.00,1,3,1
11089,2.00,2.00,29.00,3.50,-0.71,-1.23,1.00,5.00,1.00,1,3,0
11090,7.00,5.00,44.00,3.30,0.48,-0.06,1.00,4.00,0.00,1,5,1
11091,5.00,5.00,40.00,3.00,-0.07,-0.06,1.00,3.00,1.00,1,4,1
11092,10.00,10.00,38.00,3.30,1.91,2.44,1.00,5.00,0.00,1,6,1
11093,6.00,4.00,20.70,2.20,0.25,-0.40,1.00,4.00,0.00,0,1,0
11094,5.00,5.00,43.00,3.70,-0.10,-0.20,1.00,4.00,1.00,1,5,1
11095,5.00,4.00,36.00,3.40,-0.03,-0.53,1.00,3.00,1.00,1,4,1
11096,7.00,6.00,37.00,3.30,0.35,0.27,1.00,4.00,0.00,1,4,1
11097,3.00,5.00,33.00,2.80,-0.44,-0.10,1.00,3.00,1.00,1,3,1
11098,7.00,8.00,27.00,4.00,0.39,0.68,2.00,2.00,0.00,1,5,1
11099,7.00,6.00,31.00,3.10,0.31,0.12,1.00,4.00,1.00,1,3,1
11100,1.00,1.00,45.00,3.80,-2.08,-1.92,1.00,1.00,0.00,1,6,1
11101,8.00,9.00,37.00,3.00,0.72,1.14,1.00,4.00,1.00,1,4,1
11102,6.00,6.00,40.00,3.60,0.09,0.18,1.00,5.00,0.00,1,6,1
11103,3.00,3.00,35.00,2.90,-0.69,-0.87,1.00,4.00,1.00,1,3,1
11104,8.00,10.00,42.00,3.00,0.57,1.39,2.00,4.00,1.00,1,3,1
11105,4.00,3.00,34.00,3.10,-0.41,-0.63,1.00,3.00,0.00,1,3,1
